# Descripiton: Distribuicao de Modulo de Distancia
# Domain: z in [0, 10]
# Units: z [adm.], mu [mag] 
# z,mu
0.2990000000,40.7372859573
0.3000000000,40.7449267193
0.3010000000,40.7525429736
0.3020000000,40.7601348807
0.3030000000,40.7677026000
0.3040000000,40.7752462888
0.3050000000,40.7827661032
0.3060000000,40.7902621977
0.3070000000,40.7977347252
0.3080000000,40.8051838373
0.3090000000,40.8126096838
0.3100000000,40.8200124133
0.3110000000,40.8273921730
0.3120000000,40.8347491086
0.3130000000,40.8420833645
0.3140000000,40.8493950834
0.3150000000,40.8566844071
0.3160000000,40.8639514757
0.3170000000,40.8711964283
0.3180000000,40.8784194023
0.3190000000,40.8856205341
0.3200000000,40.8927999588
0.3210000000,40.8999578101
0.3220000000,40.9070942205
0.3230000000,40.9142093214
0.3240000000,40.9213032429
0.3250000000,40.9283761138
0.3260000000,40.9354280618
0.3270000000,40.9424592136
0.3280000000,40.9494696945
0.3290000000,40.9564596287
0.3300000000,40.9634291394
0.3310000000,40.9703783485
0.3320000000,40.9773073770
0.3330000000,40.9842163447
0.3340000000,40.9911053703
0.3350000000,40.9979745715
0.3360000000,41.0048240650
0.3370000000,41.0116539663
0.3380000000,41.0184643900
0.3390000000,41.0252554497
0.3400000000,41.0320272580
0.3410000000,41.0387799264
0.3420000000,41.0455135655
0.3430000000,41.0522282849
0.3440000000,41.0589241935
0.3450000000,41.0656013987
0.3460000000,41.0722600076
0.3470000000,41.0789001260
0.3480000000,41.0855218587
0.3490000000,41.0921253100
0.3500000000,41.0987105831
0.3510000000,41.1052777801
0.3520000000,41.1118270025
0.3530000000,41.1183583510
0.3540000000,41.1248719252
0.3550000000,41.1313678241
0.3560000000,41.1378461456
0.3570000000,41.1443069871
0.3580000000,41.1507504449
0.3590000000,41.1571766146
0.3600000000,41.1635855912
0.3610000000,41.1699774685
0.3620000000,41.1763523399
0.3630000000,41.1827102979
0.3640000000,41.1890514342
0.3650000000,41.1953758398
0.3660000000,41.2016836048
0.3670000000,41.2079748189
0.3680000000,41.2142495708
0.3690000000,41.2205079485
0.3700000000,41.2267500394
0.3710000000,41.2329759301
0.3720000000,41.2391857065
0.3730000000,41.2453794540
0.3740000000,41.2515572570
0.3750000000,41.2577191996
0.3760000000,41.2638653648
0.3770000000,41.2699958353
0.3780000000,41.2761106930
0.3790000000,41.2822100192
0.3800000000,41.2882938945
0.3810000000,41.2943623988
0.3820000000,41.3004156116
0.3830000000,41.3064536116
0.3840000000,41.3124764770
0.3850000000,41.3184842853
0.3860000000,41.3244771133
0.3870000000,41.3304550375
0.3880000000,41.3364181337
0.3890000000,41.3423664769
0.3900000000,41.3483001417
0.3910000000,41.3542192022
0.3920000000,41.3601237319
0.3930000000,41.3660138036
0.3940000000,41.3718894897
0.3950000000,41.3777508619
0.3960000000,41.3835979916
0.3970000000,41.3894309494
0.3980000000,41.3952498056
0.3990000000,41.4010546298
0.4000000000,41.4068454911
0.4010000000,41.4126224582
0.4020000000,41.4183855992
0.4030000000,41.4241349816
0.4040000000,41.4298706727
0.4050000000,41.4355927390
0.4060000000,41.4413012467
0.4070000000,41.4469962613
0.4080000000,41.4526778481
0.4090000000,41.4583460717
0.4100000000,41.4640009964
0.4110000000,41.4696426859
0.4120000000,41.4752712035
0.4130000000,41.4808866119
0.4140000000,41.4864889737
0.4150000000,41.4920783506
0.4160000000,41.4976548042
0.4170000000,41.5032183956
0.4180000000,41.5087691852
0.4190000000,41.5143072334
0.4200000000,41.5198325998
0.4210000000,41.5253453437
0.4220000000,41.5308455241
0.4230000000,41.5363331994
0.4240000000,41.5418084278
0.4250000000,41.5472712668
0.4260000000,41.5527217737
0.4270000000,41.5581600054
0.4280000000,41.5635860184
0.4290000000,41.5689998687
0.4300000000,41.5744016120
0.4310000000,41.5797913036
0.4320000000,41.5851689984
0.4330000000,41.5905347509
0.4340000000,41.5958886153
0.4350000000,41.6012306454
0.4360000000,41.6065608946
0.4370000000,41.6118794159
0.4380000000,41.6171862621
0.4390000000,41.6224814855
0.4400000000,41.6277651380
0.4410000000,41.6330372713
