# Descripiton: Distribuicao de Modulo de Distancia
# Domain: z in [0, 10]
# Units: z [adm.], mu [mag] 
# z,mu
0.3570000000,41.5848536334
0.3580000000,41.5925272975
0.3590000000,41.6001828411
0.3600000000,41.6078203603
0.3610000000,41.6154399501
0.3620000000,41.6230417051
0.3630000000,41.6306257189
0.3640000000,41.6381920844
0.3650000000,41.6457408937
0.3660000000,41.6532722383
0.3670000000,41.6607862087
0.3680000000,41.6682828949
0.3690000000,41.6757623860
0.3700000000,41.6832247707
0.3710000000,41.6906701366
0.3720000000,41.6980985708
0.3730000000,41.7055101598
0.3740000000,41.7129049892
0.3750000000,41.7202831440
0.3760000000,41.7276447087
0.3770000000,41.7349897669
0.3780000000,41.7423184016
0.3790000000,41.7496306953
0.3800000000,41.7569267297
0.3810000000,41.7642065858
0.3820000000,41.7714703443
0.3830000000,41.7787180850
0.3840000000,41.7859498870
0.3850000000,41.7931658291
0.3860000000,41.8003659893
0.3870000000,41.8075504450
0.3880000000,41.8147192731
0.3890000000,41.8218725499
0.3900000000,41.8290103510
0.3910000000,41.8361327515
0.3920000000,41.8432398260
0.3930000000,41.8503316486
0.3940000000,41.8574082925
0.3950000000,41.8644698307
0.3960000000,41.8715163356
0.3970000000,41.8785478790
0.3980000000,41.8855645320
0.3990000000,41.8925663655
0.4000000000,41.8995534496
0.4010000000,41.9065258541
0.4020000000,41.9134836481
0.4030000000,41.9204269004
0.4040000000,41.9273556791
0.4050000000,41.9342700518
0.4060000000,41.9411700859
0.4070000000,41.9480558479
0.4080000000,41.9549274040
0.4090000000,41.9617848202
0.4100000000,41.9686281614
0.4110000000,41.9754574927
0.4120000000,41.9822728783
0.4130000000,41.9890743821
0.4140000000,41.9958620675
0.4150000000,42.0026359974
0.4160000000,42.0093962345
0.4170000000,42.0161428407
0.4180000000,42.0228758777
0.4190000000,42.0295954067
0.4200000000,42.0363014885
0.4210000000,42.0429941834
0.4220000000,42.0496735513
0.4230000000,42.0563396519
0.4240000000,42.0629925440
0.4250000000,42.0696322865
0.4260000000,42.0762589377
0.4270000000,42.0828725553
0.4280000000,42.0894731968
0.4290000000,42.0960609194
0.4300000000,42.1026357798
0.4310000000,42.1091978342
0.4320000000,42.1157471385
0.4330000000,42.1222837483
0.4340000000,42.1288077188
0.4350000000,42.1353191047
0.4360000000,42.1418179604
0.4370000000,42.1483043401
0.4380000000,42.1547782973
0.4390000000,42.1612398855
0.4400000000,42.1676891575
0.4410000000,42.1741261660
0.4420000000,42.1805509632
0.4430000000,42.1869636012
0.4440000000,42.1933641313
0.4450000000,42.1997526049
0.4460000000,42.2061290729
0.4470000000,42.2124935858
0.4480000000,42.2188461939
0.4490000000,42.2251869469
0.4500000000,42.2315158946
0.4510000000,42.2378330861
0.4520000000,42.2441385704
0.4530000000,42.2504323961
0.4540000000,42.2567146115
0.4550000000,42.2629852645
0.4560000000,42.2692444028
0.4570000000,42.2754920738
0.4580000000,42.2817283245
0.4590000000,42.2879532017
0.4600000000,42.2941667519
0.4610000000,42.3003690212
0.4620000000,42.3065600555
0.4630000000,42.3127399003
0.4640000000,42.3189086010
0.4650000000,42.3250662025
0.4660000000,42.3312127495
0.4670000000,42.3373482866
0.4680000000,42.3434728578
0.4690000000,42.3495865071
0.4700000000,42.3556892780
0.4710000000,42.3617812139
0.4720000000,42.3678623577
0.4730000000,42.3739327525
0.4740000000,42.3799924406
0.4750000000,42.3860414643
0.4760000000,42.3920798656
0.4770000000,42.3981076863
0.4780000000,42.4041249679
0.4790000000,42.4101317516
0.4800000000,42.4161280784
0.4810000000,42.4221139890
0.4820000000,42.4280895240
0.4830000000,42.4340547235
0.4840000000,42.4400096275
0.4850000000,42.4459542758
0.4860000000,42.4518887080
0.4870000000,42.4578129633
0.4880000000,42.4637270806
0.4890000000,42.4696310989
0.4900000000,42.4755250568
0.4910000000,42.4814089924
0.4920000000,42.4872829441
0.4930000000,42.4931469496
0.4940000000,42.4990010466
0.4950000000,42.5048452725
0.4960000000,42.5106796647
0.4970000000,42.5165042600
0.4980000000,42.5223190952
0.4990000000,42.5281242069
0.5000000000,42.5339196315
0.5010000000,42.5397054051
0.5020000000,42.5454815636
0.5030000000,42.5512481428
0.5040000000,42.5570051781
0.5050000000,42.5627527048
0.5060000000,42.5684907581
0.5070000000,42.5742193728
0.5080000000,42.5799385837
0.5090000000,42.5856484251
0.5100000000,42.5913489315
0.5110000000,42.5970401369
0.5120000000,42.6027220753
0.5130000000,42.6083947802
0.5140000000,42.6140582854
0.5150000000,42.6197126240
0.5160000000,42.6253578292
0.5170000000,42.6309939340
0.5180000000,42.6366209711
0.5190000000,42.6422389731
0.5200000000,42.6478479725
0.5210000000,42.6534480013
0.5220000000,42.6590390918
0.5230000000,42.6646212756
0.5240000000,42.6701945845
0.5250000000,42.6757590500
0.5260000000,42.6813147034
0.5270000000,42.6868615759
0.5280000000,42.6923996984
0.5290000000,42.6979291018
0.5300000000,42.7034498167
0.5310000000,42.7089618735
0.5320000000,42.7144653025
0.5330000000,42.7199601340
0.5340000000,42.7254463978
0.5350000000,42.7309241237
0.5360000000,42.7363933415
0.5370000000,42.7418540806
0.5380000000,42.7473063702
0.5390000000,42.7527502397
0.5400000000,42.7581857179
0.5410000000,42.7636128337
0.5420000000,42.7690316158
0.5430000000,42.7744420928
0.5440000000,42.7798442931
0.5450000000,42.7852382448
0.5460000000,42.7906239760
0.5470000000,42.7960015147
0.5480000000,42.8013708887
0.5490000000,42.8067321256
0.5500000000,42.8120852529
0.5510000000,42.8174302979
0.5520000000,42.8227672878
0.5530000000,42.8280962497
0.5540000000,42.8334172105
0.5550000000,42.8387301970
0.5560000000,42.8440352357
0.5570000000,42.8493323533
0.5580000000,42.8546215759
0.5590000000,42.8599029299
0.5600000000,42.8651764414
0.5610000000,42.8704421362
0.5620000000,42.8757000401
0.5630000000,42.8809501789
0.5640000000,42.8861925781
0.5650000000,42.8914272631
0.5660000000,42.8966542591
0.5670000000,42.9018735914
0.5680000000,42.9070852849
0.5690000000,42.9122893645
0.5700000000,42.9174858550
0.5710000000,42.9226747810
0.5720000000,42.9278561671
0.5730000000,42.9330300375
0.5740000000,42.9381964167
0.5750000000,42.9433553286
0.5760000000,42.9485067975
0.5770000000,42.9536508470
0.5780000000,42.9587875010
0.5790000000,42.9639167832
0.5800000000,42.9690387172
0.5810000000,42.9741533262
0.5820000000,42.9792606336
0.5830000000,42.9843606627
0.5840000000,42.9894534364
0.5850000000,42.9945389777
0.5860000000,42.9996173096
0.5870000000,43.0046884546
0.5880000000,43.0097524354
0.5890000000,43.0148092745
0.5900000000,43.0198589944
0.5910000000,43.0249016172
0.5920000000,43.0299371652
0.5930000000,43.0349656604
0.5940000000,43.0399871248
0.5950000000,43.0450015802
0.5960000000,43.0500090483
0.5970000000,43.0550095509
0.5980000000,43.0600031094
0.5990000000,43.0649897452
0.6000000000,43.0699694798
0.6010000000,43.0749423342
0.6020000000,43.0799083296
0.6030000000,43.0848674870
0.6040000000,43.0898198274
0.6050000000,43.0947653715
0.6060000000,43.0997041401
0.6070000000,43.1046361538
0.6080000000,43.1095614330
0.6090000000,43.1144799982
0.6100000000,43.1193918698
0.6110000000,43.1242970679
0.6120000000,43.1291956126
0.6130000000,43.1340875241
0.6140000000,43.1389728222
0.6150000000,43.1438515268
0.6160000000,43.1487236576
0.6170000000,43.1535892343
0.6180000000,43.1584482764
0.6190000000,43.1633008034
0.6200000000,43.1681468348
0.6210000000,43.1729863897
0.6220000000,43.1778194874
0.6230000000,43.1826461470
0.6240000000,43.1874663875
0.6250000000,43.1922802279
0.6260000000,43.1970876869
0.6270000000,43.2018887834
0.6280000000,43.2066835360
0.6290000000,43.2114719633
0.6300000000,43.2162540839
0.6310000000,43.2210299160
0.6320000000,43.2257994781
0.6330000000,43.2305627883
0.6340000000,43.2353198650
0.6350000000,43.2400707260
0.6360000000,43.2448153895
0.6370000000,43.2495538733
0.6380000000,43.2542861953
0.6390000000,43.2590123732
0.6400000000,43.2637324247
0.6410000000,43.2684463674
0.6420000000,43.2731542188
0.6430000000,43.2778559964
0.6440000000,43.2825517174
0.6450000000,43.2872413992
0.6460000000,43.2919250589
0.6470000000,43.2966027138
0.6480000000,43.3012743807
0.6490000000,43.3059400768
0.6500000000,43.3105998189
0.6510000000,43.3152536237
0.6520000000,43.3199015081
0.6530000000,43.3245434888
0.6540000000,43.3291795823
0.6550000000,43.3338098051
0.6560000000,43.3384341737
0.6570000000,43.3430527045
0.6580000000,43.3476654137
0.6590000000,43.3522723177
0.6600000000,43.3568734325
0.6610000000,43.3614687743
0.6620000000,43.3660583590
0.6630000000,43.3706422027
0.6640000000,43.3752203212
