# Descripiton: Distribuicao de Modulo de Distancia
# Domain: z in [0, 10]
# Units: z [adm.], mu [mag] 
# z,mu
0.6580000000,42.9803898539
0.6590000000,42.9844345270
0.6600000000,42.9884736453
0.6610000000,42.9925072247
0.6620000000,42.9965352808
0.6630000000,43.0005578297
0.6640000000,43.0045748868
0.6650000000,43.0085864679
0.6660000000,43.0125925886
0.6670000000,43.0165932642
0.6680000000,43.0205885103
0.6690000000,43.0245783422
0.6700000000,43.0285627752
0.6710000000,43.0325418245
0.6720000000,43.0365155053
0.6730000000,43.0404838327
0.6740000000,43.0444468217
0.6750000000,43.0484044872
0.6760000000,43.0523568442
0.6770000000,43.0563039075
0.6780000000,43.0602456919
0.6790000000,43.0641822120
0.6800000000,43.0681134826
0.6810000000,43.0720395181
0.6820000000,43.0759603332
0.6830000000,43.0798759422
0.6840000000,43.0837863596
0.6850000000,43.0876915997
0.6860000000,43.0915916768
0.6870000000,43.0954866051
0.6880000000,43.0993763987
0.6890000000,43.1032610717
0.6900000000,43.1071406381
0.6910000000,43.1110151120
0.6920000000,43.1148845072
0.6930000000,43.1187488377
0.6940000000,43.1226081171
0.6950000000,43.1264623592
0.6960000000,43.1303115778
0.6970000000,43.1341557864
0.6980000000,43.1379949986
0.6990000000,43.1418292279
0.7000000000,43.1456584878
0.7010000000,43.1494827916
0.7020000000,43.1533021527
0.7030000000,43.1571165845
0.7040000000,43.1609261000
0.7050000000,43.1647307126
0.7060000000,43.1685304352
0.7070000000,43.1723252811
0.7080000000,43.1761152632
0.7090000000,43.1799003944
0.7100000000,43.1836806877
0.7110000000,43.1874561559
0.7120000000,43.1912268119
0.7130000000,43.1949926683
0.7140000000,43.1987537379
0.7150000000,43.2025100334
0.7160000000,43.2062615672
0.7170000000,43.2100083520
0.7180000000,43.2137504003
0.7190000000,43.2174877245
0.7200000000,43.2212203369
0.7210000000,43.2249482500
0.7220000000,43.2286714760
0.7230000000,43.2323900271
0.7240000000,43.2361039156
0.7250000000,43.2398131536
0.7260000000,43.2435177532
0.7270000000,43.2472177264
0.7280000000,43.2509130852
0.7290000000,43.2546038416
0.7300000000,43.2582900075
0.7310000000,43.2619715948
0.7320000000,43.2656486152
0.7330000000,43.2693210805
0.7340000000,43.2729890024
0.7350000000,43.2766523926
0.7360000000,43.2803112627
0.7370000000,43.2839656243
0.7380000000,43.2876154890
0.7390000000,43.2912608681
0.7400000000,43.2949017731
0.7410000000,43.2985382155
0.7420000000,43.3021702066
0.7430000000,43.3057977577
0.7440000000,43.3094208800
0.7450000000,43.3130395847
0.7460000000,43.3166538831
0.7470000000,43.3202637863
0.7480000000,43.3238693053
0.7490000000,43.3274704512
0.7500000000,43.3310672350
0.7510000000,43.3346596677
0.7520000000,43.3382477601
0.7530000000,43.3418315232
0.7540000000,43.3454109677
0.7550000000,43.3489861045
0.7560000000,43.3525569443
0.7570000000,43.3561234978
0.7580000000,43.3596857757
0.7590000000,43.3632437886
0.7600000000,43.3667975471
0.7610000000,43.3703470617
0.7620000000,43.3738923429
0.7630000000,43.3774334012
0.7640000000,43.3809702470
0.7650000000,43.3845028908
0.7660000000,43.3880313427
0.7670000000,43.3915556133
0.7680000000,43.3950757126
0.7690000000,43.3985916510
0.7700000000,43.4021034385
0.7710000000,43.4056110855
0.7720000000,43.4091146020
0.7730000000,43.4126139980
0.7740000000,43.4161092836
0.7750000000,43.4196004687
0.7760000000,43.4230875635
0.7770000000,43.4265705777
0.7780000000,43.4300495213
0.7790000000,43.4335244041
0.7800000000,43.4369952359
0.7810000000,43.4404620265
0.7820000000,43.4439247856
0.7830000000,43.4473835230
0.7840000000,43.4508382482
0.7850000000,43.4542889710
0.7860000000,43.4577357010
0.7870000000,43.4611784476
0.7880000000,43.4646172205
0.7890000000,43.4680520290
0.7900000000,43.4714828828
0.7910000000,43.4749097910
0.7920000000,43.4783327633
0.7930000000,43.4817518089
0.7940000000,43.4851669371
0.7950000000,43.4885781572
0.7960000000,43.4919854785
0.7970000000,43.4953889102
0.7980000000,43.4987884615
0.7990000000,43.5021841414
0.8000000000,43.5055759592
0.8010000000,43.5089639239
0.8020000000,43.5123480445
0.8030000000,43.5157283301
0.8040000000,43.5191047897
0.8050000000,43.5224774322
0.8060000000,43.5258462665
0.8070000000,43.5292113015
0.8080000000,43.5325725461
0.8090000000,43.5359300091
0.8100000000,43.5392836992
