# Descripiton: Distribuicao de Distancia de Luminosidade Aproximada
# Domain: z in [0, 10]
# Units: z [adm.], dL [Mpc] 
# z,dL
0.0010000000,4.4098147958
0.0020000000,8.8218339479
0.0030000000,13.2360574563
0.0040000000,17.6524853211
0.0050000000,22.0711175421
0.0060000000,26.4919541194
0.0070000000,30.9149950531
0.0080000000,35.3402403431
0.0090000000,39.7676899893
0.0100000000,44.1973439919
0.0110000000,48.6292023508
0.0120000000,53.0632650660
0.0130000000,57.4995321375
0.0140000000,61.9380035653
0.0150000000,66.3786793494
0.0160000000,70.8215594899
0.0170000000,75.2666439866
0.0180000000,79.7139328397
0.0190000000,84.1634260490
0.0200000000,88.6151236147
0.0210000000,93.0690255367
0.0220000000,97.5251318150
0.0230000000,101.9834424496
0.0240000000,106.4439574405
0.0250000000,110.9066767877
0.0260000000,115.3716004912
0.0270000000,119.8387285510
0.0280000000,124.3080609672
0.0290000000,128.7795977396
0.0300000000,133.2533388684
0.0310000000,137.7292843534
0.0320000000,142.2074341948
0.0330000000,146.6877883925
0.0340000000,151.1703469465
0.0350000000,155.6551098568
0.0360000000,160.1420771234
0.0370000000,164.6312487463
0.0380000000,169.1226247256
0.0390000000,173.6162050611
0.0400000000,178.1119897529
0.0410000000,182.6099788011
0.0420000000,187.1101722056
0.0430000000,191.6125699663
0.0440000000,196.1171720834
0.0450000000,200.6239785568
0.0460000000,205.1329893865
0.0470000000,209.6442045725
0.0480000000,214.1576241148
0.0490000000,218.6732480134
0.0500000000,223.1910762684
0.0510000000,227.7111088796
0.0520000000,232.2333458472
0.0530000000,236.7577871710
0.0540000000,241.2844328512
0.0550000000,245.8132828877
0.0560000000,250.3443372805
0.0570000000,254.8775960296
0.0580000000,259.4130591350
0.0590000000,263.9507265967
0.0600000000,268.4905984147
0.0610000000,273.0326745890
0.0620000000,277.5769551197
0.0630000000,282.1234400066
0.0640000000,286.6721292499
0.0650000000,291.2230228494
0.0660000000,295.7761208053
0.0670000000,300.3314231175
0.0680000000,304.8889297860
0.0690000000,309.4486408108
0.0700000000,314.0105561919
0.0710000000,318.5746759293
0.0720000000,323.1410000231
0.0730000000,327.7095284731
0.0740000000,332.2802612794
0.0750000000,336.8531984421
