# Descripiton: Distribuicao de Distancia de Luminosidade Aproximada
# Domain: z in [0, 10]
# Units: z [adm.], dL [Mpc] 
# z,dL
0.0010000000,4.2838200874
0.0020000000,8.5697815494
0.0030000000,12.8578843861
0.0040000000,17.1481285976
0.0050000000,21.4405141837
0.0060000000,25.7350411446
0.0070000000,30.0317094801
0.0080000000,34.3305191904
0.0090000000,38.6314702754
0.0100000000,42.9345627350
0.0110000000,47.2397965693
0.0120000000,51.5471717784
0.0130000000,55.8566883622
0.0140000000,60.1683463206
0.0150000000,64.4821456537
0.0160000000,68.7980863616
0.0170000000,73.1161684442
0.0180000000,77.4363919014
0.0190000000,81.7587567334
0.0200000000,86.0832629400
0.0210000000,90.4099105213
0.0220000000,94.7386994774
0.0230000000,99.0696298081
0.0240000000,103.4027015136
0.0250000000,107.7379145938
0.0260000000,112.0752690486
0.0270000000,116.4147648782
0.0280000000,120.7564020824
0.0290000000,125.1001806613
0.0300000000,129.4461006150
0.0310000000,133.7941619433
0.0320000000,138.1443646464
0.0330000000,142.4967087242
0.0340000000,146.8511941766
0.0350000000,151.2078210038
0.0360000000,155.5665892056
0.0370000000,159.9274987821
0.0380000000,164.2905497334
0.0390000000,168.6557420593
0.0400000000,173.0230757600
0.0410000000,177.3925508354
0.0420000000,181.7641672854
0.0430000000,186.1379251102
0.0440000000,190.5138243096
0.0450000000,194.8918648837
0.0460000000,199.2720468326
0.0470000000,203.6543701561
0.0480000000,208.0388348544
0.0490000000,212.4254409274
0.0500000000,216.8141883750
0.0510000000,221.2050771974
0.0520000000,225.5981073944
0.0530000000,229.9932789662
0.0540000000,234.3905919126
0.0550000000,238.7900462337
0.0560000000,243.1916419296
0.0570000000,247.5953790001
0.0580000000,252.0012574454
0.0590000000,256.4092772653
0.0600000000,260.8194384600
0.0610000000,265.2317410293
0.0620000000,269.6461849734
0.0630000000,274.0627702921
0.0640000000,278.4814969856
0.0650000000,282.9023650538
0.0660000000,287.3253744966
0.0670000000,291.7505253142
0.0680000000,296.1778175064
0.0690000000,300.6072510734
0.0700000000,305.0388260150
0.0710000000,309.4725423313
0.0720000000,313.9084000224
0.0730000000,318.3463990882
0.0740000000,322.7865395286
0.0750000000,327.2288213437
0.0760000000,331.6732445336
0.0770000000,336.1198090981
0.0780000000,340.5685150374
0.0790000000,345.0193623513
0.0800000000,349.4723510400
0.0810000000,353.9274811034
0.0820000000,358.3847525414
0.0830000000,362.8441653542
0.0840000000,367.3057195416
0.0850000000,371.7694151038
0.0860000000,376.2352520406
0.0870000000,380.7032303522
0.0880000000,385.1733500384
0.0890000000,389.6456110993
0.0900000000,394.1200135350
0.0910000000,398.5965573453
0.0920000000,403.0752425304
0.0930000000,407.5560690901
0.0940000000,412.0390370246
0.0950000000,416.5241463337
0.0960000000,421.0113970176
0.0970000000,425.5007890761
0.0980000000,429.9923225094
0.0990000000,434.4859973174
0.1000000000,438.9818135000
0.1010000000,443.4797710574
0.1020000000,447.9798699894
0.1030000000,452.4821102961
0.1040000000,456.9864919776
0.1050000000,461.4930150338
0.1060000000,466.0016794646
0.1070000000,470.5124852701
0.1080000000,475.0254324504
0.1090000000,479.5405210053
0.1100000000,484.0577509350
0.1110000000,488.5771222393
0.1120000000,493.0986349184
0.1130000000,497.6222889721
0.1140000000,502.1480844006
0.1150000000,506.6760212037
0.1160000000,511.2060993816
0.1170000000,515.7383189342
0.1180000000,520.2726798614
0.1190000000,524.8091821633
0.1200000000,529.3478258400
0.1210000000,533.8886108914
0.1220000000,538.4315373174
0.1230000000,542.9766051182
0.1240000000,547.5238142936
0.1250000000,552.0731648437
0.1260000000,556.6246567686
0.1270000000,561.1782900681
0.1280000000,565.7340647424
0.1290000000,570.2919807913
0.1300000000,574.8520382150
0.1310000000,579.4142370133
0.1320000000,583.9785771864
0.1330000000,588.5450587341
0.1340000000,593.1136816566
0.1350000000,597.6844459537
0.1360000000,602.2573516256
0.1370000000,606.8323986722
0.1380000000,611.4095870934
0.1390000000,615.9889168893
0.1400000000,620.5703880600
0.1410000000,625.1540006054
0.1420000000,629.7397545254
0.1430000000,634.3276498202
0.1440000000,638.9176864896
0.1450000000,643.5098645338
0.1460000000,648.1041839526
0.1470000000,652.7006447462
0.1480000000,657.2992469144
0.1490000000,661.8999904573
0.1500000000,666.5028753750
0.1510000000,671.1079016673
0.1520000000,675.7150693344
0.1530000000,680.3243783761
0.1540000000,684.9358287926
0.1550000000,689.5494205838
0.1560000000,694.1651537496
0.1570000000,698.7830282902
0.1580000000,703.4030442054
0.1590000000,708.0252014953
0.1600000000,712.6495001600
0.1610000000,717.2759401993
0.1620000000,721.9045216134
0.1630000000,726.5352444022
0.1640000000,731.1681085656
0.1650000000,735.8031141037
0.1660000000,740.4402610166
0.1670000000,745.0795493041
0.1680000000,749.7209789664
0.1690000000,754.3645500033
0.1700000000,759.0102624150
0.1710000000,763.6581162014
0.1720000000,768.3081113624
0.1730000000,772.9602478981
0.1740000000,777.6145258086
0.1750000000,782.2709450937
0.1760000000,786.9295057536
0.1770000000,791.5902077881
0.1780000000,796.2530511974
0.1790000000,800.9180359813
0.1800000000,805.5851621400
0.1810000000,810.2544296733
0.1820000000,814.9258385814
0.1830000000,819.5993888641
0.1840000000,824.2750805216
0.1850000000,828.9529135537
0.1860000000,833.6328879606
0.1870000000,838.3150037421
0.1880000000,842.9992608984
0.1890000000,847.6856594293
0.1900000000,852.3741993350
0.1910000000,857.0648806153
0.1920000000,861.7577032704
0.1930000000,866.4526673001
0.1940000000,871.1497727046
0.1950000000,875.8490194837
0.1960000000,880.5504076376
0.1970000000,885.2539371661
0.1980000000,889.9596080694
0.1990000000,894.6674203473
0.2000000000,899.3773740000
0.2010000000,904.0894690273
0.2020000000,908.8037054294
0.2030000000,913.5200832062
0.2040000000,918.2386023576
0.2050000000,922.9592628837
0.2060000000,927.6820647846
0.2070000000,932.4070080601
0.2080000000,937.1340927104
0.2090000000,941.8633187353
0.2100000000,946.5946861350
0.2110000000,951.3281949093
0.2120000000,956.0638450584
0.2130000000,960.8016365821
0.2140000000,965.5415694806
0.2150000000,970.2836437537
0.2160000000,975.0278594016
0.2170000000,979.7742164241
0.2180000000,984.5227148214
0.2190000000,989.2733545934
0.2200000000,994.0261357400
0.2210000000,998.7810582614
0.2220000000,1003.5381221574
0.2230000000,1008.2973274281
0.2240000000,1013.0586740736
0.2250000000,1017.8221620937
0.2260000000,1022.5877914886
0.2270000000,1027.3555622582
0.2280000000,1032.1254744024
0.2290000000,1036.8975279214
0.2300000000,1041.6717228150
0.2310000000,1046.4480590834
0.2320000000,1051.2265367264
0.2330000000,1056.0071557441
0.2340000000,1060.7899161366
0.2350000000,1065.5748179038
0.2360000000,1070.3618610456
0.2370000000,1075.1510455622
0.2380000000,1079.9423714534
0.2390000000,1084.7358387193
0.2400000000,1089.5314473600
0.2410000000,1094.3291973753
0.2420000000,1099.1290887654
0.2430000000,1103.9311215301
0.2440000000,1108.7352956696
0.2450000000,1113.5416111837
0.2460000000,1118.3500680726
0.2470000000,1123.1606663361
0.2480000000,1127.9734059744
0.2490000000,1132.7882869873
0.2500000000,1137.6053093750
0.2510000000,1142.4244731374
0.2520000000,1147.2457782744
0.2530000000,1152.0692247861
0.2540000000,1156.8948126726
0.2550000000,1161.7225419337
0.2560000000,1166.5524125696
0.2570000000,1171.3844245801
0.2580000000,1176.2185779654
0.2590000000,1181.0548727254
0.2600000000,1185.8933088600
0.2610000000,1190.7338863693
0.2620000000,1195.5766052534
0.2630000000,1200.4214655122
0.2640000000,1205.2684671456
0.2650000000,1210.1176101537
0.2660000000,1214.9688945366
0.2670000000,1219.8223202942
0.2680000000,1224.6778874264
0.2690000000,1229.5355959334
0.2700000000,1234.3954458150
0.2710000000,1239.2574370714
0.2720000000,1244.1215697024
0.2730000000,1248.9878437081
0.2740000000,1253.8562590886
0.2750000000,1258.7268158438
0.2760000000,1263.5995139736
0.2770000000,1268.4743534782
0.2780000000,1273.3513343574
0.2790000000,1278.2304566114
0.2800000000,1283.1117202400
0.2810000000,1287.9951252434
0.2820000000,1292.8806716214
0.2830000000,1297.7683593742
0.2840000000,1302.6581885016
0.2850000000,1307.5501590038
0.2860000000,1312.4442708806
0.2870000000,1317.3405241321
0.2880000000,1322.2389187584
0.2890000000,1327.1394547593
0.2900000000,1332.0421321350
0.2910000000,1336.9469508853
0.2920000000,1341.8539110104
0.2930000000,1346.7630125102
0.2940000000,1351.6742553846
0.2950000000,1356.5876396337
0.2960000000,1361.5031652576
0.2970000000,1366.4208322561
0.2980000000,1371.3406406294
0.2990000000,1376.2625903773
0.3000000000,1381.1866815000
0.3010000000,1386.1129139974
0.3020000000,1391.0412878694
0.3030000000,1395.9718031161
0.3040000000,1400.9044597376
0.3050000000,1405.8392577337
0.3060000000,1410.7761971046
0.3070000000,1415.7152778502
0.3080000000,1420.6564999704
0.3090000000,1425.5998634653
0.3100000000,1430.5453683350
0.3110000000,1435.4930145794
0.3120000000,1440.4428021984
0.3130000000,1445.3947311921
0.3140000000,1450.3488015606
0.3150000000,1455.3050133038
0.3160000000,1460.2633664216
0.3170000000,1465.2238609142
0.3180000000,1470.1864967814
0.3190000000,1475.1512740233
0.3200000000,1480.1181926400
0.3210000000,1485.0872526313
0.3220000000,1490.0584539974
0.3230000000,1495.0317967382
0.3240000000,1500.0072808536
0.3250000000,1504.9849063438
0.3260000000,1509.9646732086
0.3270000000,1514.9465814482
0.3280000000,1519.9306310624
0.3290000000,1524.9168220513
0.3300000000,1529.9051544150
0.3310000000,1534.8956281534
0.3320000000,1539.8882432664
0.3330000000,1544.8829997541
0.3340000000,1549.8798976166
0.3350000000,1554.8789368538
0.3360000000,1559.8801174656
0.3370000000,1564.8834394521
0.3380000000,1569.8889028134
0.3390000000,1574.8965075494
0.3400000000,1579.9062536600
0.3410000000,1584.9181411454
0.3420000000,1589.9321700054
0.3430000000,1594.9483402401
0.3440000000,1599.9666518496
0.3450000000,1604.9871048337
0.3460000000,1610.0096991926
0.3470000000,1615.0344349262
0.3480000000,1620.0613120344
0.3490000000,1625.0903305174
0.3500000000,1630.1214903750
0.3510000000,1635.1547916074
0.3520000000,1640.1902342144
0.3530000000,1645.2278181961
0.3540000000,1650.2675435526
0.3550000000,1655.3094102837
0.3560000000,1660.3534183896
0.3570000000,1665.3995678701
0.3580000000,1670.4478587254
0.3590000000,1675.4982909553
0.3600000000,1680.5508645600
0.3610000000,1685.6055795393
0.3620000000,1690.6624358934
0.3630000000,1695.7214336221
0.3640000000,1700.7825727256
0.3650000000,1705.8458532038
0.3660000000,1710.9112750566
0.3670000000,1715.9788382841
0.3680000000,1721.0485428864
0.3690000000,1726.1203888633
0.3700000000,1731.1943762150
0.3710000000,1736.2705049413
0.3720000000,1741.3487750424
0.3730000000,1746.4291865181
0.3740000000,1751.5117393686
0.3750000000,1756.5964335937
0.3760000000,1761.6832691936
0.3770000000,1766.7722461681
0.3780000000,1771.8633645174
0.3790000000,1776.9566242413
0.3800000000,1782.0520253400
0.3810000000,1787.1495678133
0.3820000000,1792.2492516614
0.3830000000,1797.3510768841
0.3840000000,1802.4550434816
0.3850000000,1807.5611514537
0.3860000000,1812.6694008006
0.3870000000,1817.7797915222
0.3880000000,1822.8923236184
0.3890000000,1828.0069970894
0.3900000000,1833.1238119350
0.3910000000,1838.2427681553
0.3920000000,1843.3638657504
0.3930000000,1848.4871047201
0.3940000000,1853.6124850646
0.3950000000,1858.7400067837
0.3960000000,1863.8696698776
0.3970000000,1869.0014743461
0.3980000000,1874.1354201894
0.3990000000,1879.2715074074
0.4000000000,1884.4097360000
0.4010000000,1889.5501059673
0.4020000000,1894.6926173094
0.4030000000,1899.8372700262
0.4040000000,1904.9840641176
0.4050000000,1910.1329995838
0.4060000000,1915.2840764246
0.4070000000,1920.4372946401
0.4080000000,1925.5926542304
0.4090000000,1930.7501551954
0.4100000000,1935.9097975350
0.4110000000,1941.0715812493
0.4120000000,1946.2355063384
0.4130000000,1951.4015728022
0.4140000000,1956.5697806406
0.4150000000,1961.7401298537
0.4160000000,1966.9126204416
0.4170000000,1972.0872524042
0.4180000000,1977.2640257414
0.4190000000,1982.4429404533
0.4200000000,1987.6239965400
0.4210000000,1992.8071940013
0.4220000000,1997.9925328374
0.4230000000,2003.1800130481
0.4240000000,2008.3696346336
0.4250000000,2013.5613975937
0.4260000000,2018.7553019286
0.4270000000,2023.9513476381
0.4280000000,2029.1495347224
0.4290000000,2034.3498631813
0.4300000000,2039.5523330150
0.4310000000,2044.7569442233
0.4320000000,2049.9636968064
0.4330000000,2055.1725907641
0.4340000000,2060.3836260966
0.4350000000,2065.5968028037
0.4360000000,2070.8121208856
0.4370000000,2076.0295803421
0.4380000000,2081.2491811734
0.4390000000,2086.4709233793
0.4400000000,2091.6948069600
0.4410000000,2096.9208319153
0.4420000000,2102.1489982454
0.4430000000,2107.3793059501
0.4440000000,2112.6117550296
0.4450000000,2117.8463454838
0.4460000000,2123.0830773126
0.4470000000,2128.3219505162
0.4480000000,2133.5629650944
0.4490000000,2138.8061210473
0.4500000000,2144.0514183750
0.4510000000,2149.2988570774
0.4520000000,2154.5484371544
0.4530000000,2159.8001586062
0.4540000000,2165.0540214326
0.4550000000,2170.3100256338
0.4560000000,2175.5681712096
0.4570000000,2180.8284581601
0.4580000000,2186.0908864854
0.4590000000,2191.3554561853
0.4600000000,2196.6221672600
0.4610000000,2201.8910197094
0.4620000000,2207.1620135334
0.4630000000,2212.4351487322
0.4640000000,2217.7104253056
0.4650000000,2222.9878432537
0.4660000000,2228.2674025766
0.4670000000,2233.5491032741
0.4680000000,2238.8329453464
0.4690000000,2244.1189287933
0.4700000000,2249.4070536150
0.4710000000,2254.6973198114
0.4720000000,2259.9897273824
0.4730000000,2265.2842763281
0.4740000000,2270.5809666486
0.4750000000,2275.8797983437
0.4760000000,2281.1807714136
0.4770000000,2286.4838858582
0.4780000000,2291.7891416774
0.4790000000,2297.0965388713
0.4800000000,2302.4060774400
0.4810000000,2307.7177573833
0.4820000000,2313.0315787014
0.4830000000,2318.3475413941
0.4840000000,2323.6656454616
0.4850000000,2328.9858909037
0.4860000000,2334.3082777206
0.4870000000,2339.6328059121
0.4880000000,2344.9594754784
0.4890000000,2350.2882864193
0.4900000000,2355.6192387350
0.4910000000,2360.9523324254
0.4920000000,2366.2875674904
0.4930000000,2371.6249439301
0.4940000000,2376.9644617446
0.4950000000,2382.3061209337
0.4960000000,2387.6499214976
0.4970000000,2392.9958634361
0.4980000000,2398.3439467494
0.4990000000,2403.6941714373
0.5000000000,2409.0465375000
0.5010000000,2414.4010449373
0.5020000000,2419.7576937494
0.5030000000,2425.1164839361
0.5040000000,2430.4774154976
0.5050000000,2435.8404884337
0.5060000000,2441.2057027446
0.5070000000,2446.5730584302
0.5080000000,2451.9425554904
0.5090000000,2457.3141939253
0.5100000000,2462.6879737350
0.5110000000,2468.0638949193
0.5120000000,2473.4419574784
0.5130000000,2478.8221614121
0.5140000000,2484.2045067206
0.5150000000,2489.5889934038
0.5160000000,2494.9756214616
0.5170000000,2500.3643908942
0.5180000000,2505.7553017014
0.5190000000,2511.1483538833
0.5200000000,2516.5435474400
0.5210000000,2521.9408823713
0.5220000000,2527.3403586774
0.5230000000,2532.7419763581
0.5240000000,2538.1457354136
0.5250000000,2543.5516358438
0.5260000000,2548.9596776486
0.5270000000,2554.3698608281
0.5280000000,2559.7821853824
0.5290000000,2565.1966513113
0.5300000000,2570.6132586150
0.5310000000,2576.0320072934
0.5320000000,2581.4528973464
0.5330000000,2586.8759287742
0.5340000000,2592.3011015766
0.5350000000,2597.7284157537
0.5360000000,2603.1578713056
0.5370000000,2608.5894682322
0.5380000000,2614.0232065334
0.5390000000,2619.4590862094
0.5400000000,2624.8971072600
0.5410000000,2630.3372696854
0.5420000000,2635.7795734854
0.5430000000,2641.2240186601
0.5440000000,2646.6706052096
0.5450000000,2652.1193331337
0.5460000000,2657.5702024326
0.5470000000,2663.0232131061
0.5480000000,2668.4783651544
0.5490000000,2673.9356585774
0.5500000000,2679.3950933750
0.5510000000,2684.8566695474
0.5520000000,2690.3203870944
0.5530000000,2695.7862460162
0.5540000000,2701.2542463126
0.5550000000,2706.7243879837
0.5560000000,2712.1966710296
0.5570000000,2717.6710954502
0.5580000000,2723.1476612454
0.5590000000,2728.6263684154
0.5600000000,2734.1072169600
0.5610000000,2739.5902068793
0.5620000000,2745.0753381734
0.5630000000,2750.5626108421
0.5640000000,2756.0520248856
0.5650000000,2761.5435803038
0.5660000000,2767.0372770966
0.5670000000,2772.5331152642
0.5680000000,2778.0310948064
0.5690000000,2783.5312157233
0.5700000000,2789.0334780150
0.5710000000,2794.5378816813
0.5720000000,2800.0444267224
0.5730000000,2805.5531131382
0.5740000000,2811.0639409286
0.5750000000,2816.5769100938
0.5760000000,2822.0920206336
0.5770000000,2827.6092725481
0.5780000000,2833.1286658374
0.5790000000,2838.6502005013
0.5800000000,2844.1738765400
0.5810000000,2849.6996939533
0.5820000000,2855.2276527414
0.5830000000,2860.7577529042
0.5840000000,2866.2899944416
0.5850000000,2871.8243773537
0.5860000000,2877.3609016406
0.5870000000,2882.8995673021
0.5880000000,2888.4403743384
0.5890000000,2893.9833227494
0.5900000000,2899.5284125350
0.5910000000,2905.0756436953
0.5920000000,2910.6250162304
0.5930000000,2916.1765301401
0.5940000000,2921.7301854246
0.5950000000,2927.2859820837
0.5960000000,2932.8439201176
0.5970000000,2938.4039995261
0.5980000000,2943.9662203094
0.5990000000,2949.5305824674
0.6000000000,2955.0970860000
0.6010000000,2960.6657309073
0.6020000000,2966.2365171894
0.6030000000,2971.8094448461
0.6040000000,2977.3845138776
0.6050000000,2982.9617242837
0.6060000000,2988.5410760646
0.6070000000,2994.1225692202
0.6080000000,2999.7062037504
0.6090000000,3005.2919796553
0.6100000000,3010.8798969350
0.6110000000,3016.4699555893
0.6120000000,3022.0621556184
0.6130000000,3027.6564970221
0.6140000000,3033.2529798006
0.6150000000,3038.8516039537
0.6160000000,3044.4523694816
0.6170000000,3050.0552763841
0.6180000000,3055.6603246614
0.6190000000,3061.2675143133
0.6200000000,3066.8768453400
0.6210000000,3072.4883177413
0.6220000000,3078.1019315174
0.6230000000,3083.7176866681
0.6240000000,3089.3355831936
0.6250000000,3094.9556210937
0.6260000000,3100.5778003686
0.6270000000,3106.2021210181
0.6280000000,3111.8285830424
0.6290000000,3117.4571864413
0.6300000000,3123.0879312150
0.6310000000,3128.7208173633
0.6320000000,3134.3558448864
0.6330000000,3139.9930137841
0.6340000000,3145.6323240566
0.6350000000,3151.2737757037
0.6360000000,3156.9173687256
0.6370000000,3162.5631031222
0.6380000000,3168.2109788934
0.6390000000,3173.8609960394
0.6400000000,3179.5131545600
0.6410000000,3185.1674544553
0.6420000000,3190.8238957254
0.6430000000,3196.4824783701
0.6440000000,3202.1432023896
0.6450000000,3207.8060677837
0.6460000000,3213.4710745526
0.6470000000,3219.1382226962
0.6480000000,3224.8075122144
0.6490000000,3230.4789431074
0.6500000000,3236.1525153750
0.6510000000,3241.8282290173
0.6520000000,3247.5060840344
0.6530000000,3253.1860804262
0.6540000000,3258.8682181926
0.6550000000,3264.5524973338
0.6560000000,3270.2389178496
0.6570000000,3275.9274797401
0.6580000000,3281.6181830054
0.6590000000,3287.3110276453
0.6600000000,3293.0060136600
0.6610000000,3298.7031410494
0.6620000000,3304.4024098134
0.6630000000,3310.1038199521
0.6640000000,3315.8073714656
0.6650000000,3321.5130643537
0.6660000000,3327.2208986166
0.6670000000,3332.9308742541
0.6680000000,3338.6429912664
0.6690000000,3344.3572496534
0.6700000000,3350.0736494150
0.6710000000,3355.7921905513
0.6720000000,3361.5128730624
0.6730000000,3367.2356969481
0.6740000000,3372.9606622086
0.6750000000,3378.6877688437
0.6760000000,3384.4170168536
0.6770000000,3390.1484062382
0.6780000000,3395.8819369974
0.6790000000,3401.6176091314
0.6800000000,3407.3554226400
0.6810000000,3413.0953775234
0.6820000000,3418.8374737814
0.6830000000,3424.5817114142
0.6840000000,3430.3280904216
0.6850000000,3436.0766108038
0.6860000000,3441.8272725606
0.6870000000,3447.5800756921
0.6880000000,3453.3350201984
0.6890000000,3459.0921060793
0.6900000000,3464.8513333350
0.6910000000,3470.6127019653
0.6920000000,3476.3762119704
0.6930000000,3482.1418633501
0.6940000000,3487.9096561046
0.6950000000,3493.6795902338
0.6960000000,3499.4516657376
0.6970000000,3505.2258826162
0.6980000000,3511.0022408694
0.6990000000,3516.7807404974
0.7000000000,3522.5613815000
0.7010000000,3528.3441638774
0.7020000000,3534.1290876294
0.7030000000,3539.9161527562
0.7040000000,3545.7053592576
0.7050000000,3551.4967071337
0.7060000000,3557.2901963846
0.7070000000,3563.0858270101
0.7080000000,3568.8835990104
0.7090000000,3574.6835123853
0.7100000000,3580.4855671350
0.7110000000,3586.2897632593
0.7120000000,3592.0961007584
0.7130000000,3597.9045796321
0.7140000000,3603.7151998806
0.7150000000,3609.5279615037
0.7160000000,3615.3428645016
0.7170000000,3621.1599088741
0.7180000000,3626.9790946214
0.7190000000,3632.8004217433
0.7200000000,3638.6238902400
0.7210000000,3644.4495001113
0.7220000000,3650.2772513574
0.7230000000,3656.1071439781
0.7240000000,3661.9391779736
0.7250000000,3667.7733533437
0.7260000000,3673.6096700886
0.7270000000,3679.4481282082
0.7280000000,3685.2887277024
0.7290000000,3691.1314685713
0.7300000000,3696.9763508150
0.7310000000,3702.8233744333
0.7320000000,3708.6725394264
0.7330000000,3714.5238457941
0.7340000000,3720.3772935366
0.7350000000,3726.2328826538
0.7360000000,3732.0906131456
0.7370000000,3737.9504850121
0.7380000000,3743.8124982534
0.7390000000,3749.6766528693
0.7400000000,3755.5429488600
0.7410000000,3761.4113862253
0.7420000000,3767.2819649654
0.7430000000,3773.1546850802
0.7440000000,3779.0295465696
0.7450000000,3784.9065494338
0.7460000000,3790.7856936726
0.7470000000,3796.6669792861
0.7480000000,3802.5504062744
0.7490000000,3808.4359746373
0.7500000000,3814.3236843750
0.7510000000,3820.2135354873
0.7520000000,3826.1055279744
0.7530000000,3831.9996618362
0.7540000000,3837.8959370726
0.7550000000,3843.7943536837
0.7560000000,3849.6949116696
0.7570000000,3855.5976110301
0.7580000000,3861.5024517654
0.7590000000,3867.4094338754
0.7600000000,3873.3185573600
0.7610000000,3879.2298222193
0.7620000000,3885.1432284534
0.7630000000,3891.0587760621
0.7640000000,3896.9764650456
0.7650000000,3902.8962954037
0.7660000000,3908.8182671366
0.7670000000,3914.7423802441
0.7680000000,3920.6686347264
0.7690000000,3926.5970305834
0.7700000000,3932.5275678150
0.7710000000,3938.4602464213
0.7720000000,3944.3950664024
0.7730000000,3950.3320277581
0.7740000000,3956.2711304886
0.7750000000,3962.2123745938
0.7760000000,3968.1557600736
0.7770000000,3974.1012869281
0.7780000000,3980.0489551574
0.7790000000,3985.9987647613
